user,time,tweet,latitude,longitude
femmefatale3186,Thu Mar 05 03:38:51 +0000 2015,RT @jr7jc: @DineshDSouza Why does Obama who strongly believes in solar power think a desert nation (Iran) needs nuclear power for electrici,,
KeishaJake,Thu Mar 05 03:38:50 +0000 2015,RT @cliffdev51: This officer lost his life in the line of duty.  Where's all the news coverage? Outrage? Obama? #BlueLivesMatter  http://t,,
jujube23,Thu Mar 05 03:38:50 +0000 2015,RT @propacop: This officer lost his life in the line of duty.  Where's all the news coverage? Outrage? Obama? #BlueLivesMatter  http://t.,,
davidjones720,Thu Mar 05 03:38:49 +0000 2015,And what ever happen to that guy??  after he switch to Taliban and then OBAMA switch for 4 TERRORIST! heard no more? http://t.co/zDpKEtYMox,,
LFS7,Thu Mar 05 03:38:48 +0000 2015,Obama has the #GOP trained like circus lions all he gots to do is crack his whip to keep em in line.,,
MathFaithWorks,Thu Mar 05 03:38:48 +0000 2015,GOP Congress Will gladly Fund Obamas Project to Grant Amnesty to Millions of Illegal Aliens http://t.co/8hlR9fvdlO #McConnellsRevenge,,
kirbykegel,Thu Mar 05 03:38:48 +0000 2015,RT @foxnewspoll: #Obama as a negotiator w/foreign leaders:  Strong negotiator 34% vs Weak 59% #FoxNews #poll http://t.co/Qr2iPDj6Hz,,
Edaa5sos,Thu Mar 05 03:38:47 +0000 2015,"RT @5SOS_Daily: ""i bought my fake I.D. for you... Obama"" #5soslyrics #vote5sos #kca http://t.co/r5zaTUzbi5",,
2MBikers2DC,Thu Mar 05 03:38:47 +0000 2015,RT @WestJournalism: Breaking: 8 Bold Dems Just Joined The Republicans In An Attempt To Stop Obama http://t.co/G6k6qqPXgT #KeystoneXL http:/,,
SeahawkBurrrton,Thu Mar 05 03:38:46 +0000 2015,Obama is like Miss Othmar to this country now.@WashTimes @Layla1951,,
dalejrfanforevr,Thu Mar 05 03:38:46 +0000 2015,"RT @PatDollard: EXPOSED: Obama Flashes ""I AM A MUSLIM"" Hand Sign http://t.co/VwZRCCY5Gw   #tcot #pjnet #lnyhbt #tgdn #gop #tlot #p2 #usmc #",,
happyhistorian,Thu Mar 05 03:38:46 +0000 2015,RT @scrowder: Barack Obama's Israeli policy in a nutshell... http://t.co/cbgfPBEHRj,,
willis9189,Thu Mar 05 03:38:46 +0000 2015,COMMENTS: Netanyahu Responds to Obama Criticism   http://t.co/QHH2rmooqK,,
hannahprewitt13,Thu Mar 05 03:38:45 +0000 2015,@Tag3L: Obama is negotiating to give Iran nuclear weapons. WOHHOOO HE'S SUCH A DUMBASS HOLY WTF,,
1RonnieD,Thu Mar 05 03:38:45 +0000 2015,RT @aubrynathome: Arabic-language Islamic experts say ring #Obama has worn 30 yrs inscribed There is no god except Allahhttp://t.co/FKbh,,
RonJonnie5,Thu Mar 05 03:38:44 +0000 2015,RT @foxnation: The 75 Republicans Who Voted To Fund Obamas Amnestyhttp://t.co/XVKF4Y2rgT,,
jonlou47,Thu Mar 05 03:38:44 +0000 2015,RT @Jsprings11: @ManBwoy: Russell Westbrook plays zero games y'all.I swear he'd dunk on Barack Obama's grandma... in her grave.,,
DoctorWhatSA,Thu Mar 05 03:38:44 +0000 2015,Video: deans-delicious-pie: silencesongbird: Wtf? How many 1000s of hours of Obama tape did this peraon... http://t.co/WkwiBEGeHB,,
eye_singg,Thu Mar 05 03:38:44 +0000 2015,RT @reillybryant_: jefcoed gets hated on more than Obama lol,,
BadgerStew,Thu Mar 05 03:38:43 +0000 2015,RT @Bipartisanism: The face you make when President Obama's approval rating skyrockets to 2 year high after the #NetanyahuSpeech: http://t.,,
dannyboylopez78,Thu Mar 05 03:38:43 +0000 2015,@seanhannity yup and racist emails claiming Obama won't be in office long because blacks can't hold a job for 4yrs #Ferguson #racist,,
MoodyBrew,Thu Mar 05 03:38:43 +0000 2015,"RT @365Arizona: Obama shows true colors, helping Iran exterminate Israel! #RT http://t.co/quUxbFdvVu #STOPIslam #MakeDCListen #WakeUpAmeric",,
UTHornsRawk,Thu Mar 05 03:38:43 +0000 2015,RT @PoliticalLaughs: Think of all the lives that could've been saved...#obama #liberal #democrats #uniteblue http://t.co/WHQgcul7VV,,
PatDollard,Thu Mar 05 03:38:43 +0000 2015,"Police Say Obama Bullet Ban Isn't Needed, AR-15 Round Isn't A Threat http://t.co/Pd4mT9Q2vz  #2A #AR15 #nra #tcot #pjnet #usmc #army #lnyhbt",,
montysrebels,Thu Mar 05 03:38:43 +0000 2015,RT @AIIAmericanGirI: Why Obama and the Media Suddenly Hate Police Body Cameras http://t.co/VZ8gOV5fci #wiunion,,
micahr211,Thu Mar 05 03:38:42 +0000 2015,obama is still the coolest president,,
charitygive,Thu Mar 05 03:38:42 +0000 2015,#Obama: No nation has 'free pass' on climate change: http://t.co/bXw0lIuIX1 #ap #news #clim,,
RN_Lola,Thu Mar 05 03:38:42 +0000 2015,RT @varepall: If Obama had a son he would look like Al Sharpton.,,
einnorme,Thu Mar 05 03:38:42 +0000 2015,without #A doubt. http://t.co/5nuRMISf05,,
GrannySkywalker,Thu Mar 05 03:38:42 +0000 2015,"@JusticeWillett And I bet 50% of those actually think the 3 branches are Obama, Pelosi, and Reid. ",,
MPDAWGG,Thu Mar 05 03:38:41 +0000 2015,RT @ComedyWorIdStar: Thanks Obama https://t.co/BZREWnrH7E,,
Conserv_Report,Thu Mar 05 03:38:41 +0000 2015,More Debt! Boehner's Gift to DEMS http://t.co/aG81VU6FTT  #1A#ACA #Gruber#SCOTUS#19TDebt#ccot #tiot #hannity #ycot #tcot,,
Kubu_1,Thu Mar 05 03:38:40 +0000 2015,"RT @Redeemed1952: I don't believe OBAMA is THE ANTI-CHRIST, but he certainly is working for Him &amp; his agenda is anti-CHRIST! He has no lov",,
notimexico,Thu Mar 05 03:38:39 +0000 2015,@DonderolibtR Obama is not muslim! Look at the market breaking records if you think he is a Communist.  To me he is just a puppet of the 1%,,
HaroldWNelson,Thu Mar 05 03:38:39 +0000 2015,"RT @msjbe20a: For Netanyahu and Obama, Difference Over Iran Widened Into Chasm http://t.co/HVjrjk9H37",,
overthelimit80,Thu Mar 05 03:38:38 +0000 2015,@mterry337 @USATODAY Has Fox/Tea Party blamed Obama yet?,,
polos69,Thu Mar 05 03:38:38 +0000 2015,@seanhannity @LunaVeg87 How can you see? if you have your head deep in Obama worship?,,
HyperSentinel2,Thu Mar 05 03:38:38 +0000 2015,RT @Conservative_VW: BIG Question:What did the Obama Administration Know &amp; WHEN DID THEY KNOW IT?#HillaryEmail#WakeUpAmeirca http:,,
jomaxx,Thu Mar 05 03:38:37 +0000 2015,RT @mericanrefugee: MT @jjauthor: If it were not for 'class warfare' - Obama would not have any warfare at all! http://t.co/RJ7dgeNcdD #COS,,
Jdschul,Thu Mar 05 03:38:36 +0000 2015,RT @PatDollard: OBAMA CONFERENCE CALLS EXPOSED: President Plans To Wipe Out America With A Country Within A Country Of 15 Million http://,,
stormvalery,Thu Mar 05 03:38:36 +0000 2015,RT @Baseballswag_: Who would you want leading your staff. RT for Bush. FAV for Obama http://t.co/9KLEUNkE2m,,
misty_neal,Thu Mar 05 03:38:36 +0000 2015,RT @WashTimes: Monica Crowley says #Obama's new world order favors enemies over alllies in the #MiddleEast http://t.co/nmZe2rHcd1 http://t.,,
chulick_tj,Thu Mar 05 03:38:35 +0000 2015,@langlotz1 What is your opinion on Benjamin Netanyahu's address? Are you pleased with Obama missing it?,,
aboutfedup65,Thu Mar 05 03:38:35 +0000 2015,"@SpeakerBoehner If the major news stations won't report the truth about Obama why not use the internet YouTube Facebook, to spread the FACTS",,
InetF,Thu Mar 05 03:38:34 +0000 2015,"RT @pigiron55: @PolitiBunny @LbrtyNow Also casts harsh light on the Race ""Industry"" that has grown exponentially under #ObamaAll To be Sw",,
danielprofit,Thu Mar 05 03:38:33 +0000 2015,@orionglimmer @blupony3 @DrottM @doctoreddie @joesbooks Yes easy to find humor in every part of Obama But He is a serious Killer,,
_QueenEricka,Thu Mar 05 03:38:33 +0000 2015,"""@iEatTheCake: @Bellaaadramatic: Omg lol @FunnyVines: Thanks Obama.. http://t.co/tQpznMtnlL&lt;&gt; that's real. &amp; he know it."" ",,
iijeg,Thu Mar 05 03:38:33 +0000 2015,"RT @MarketsWork: Why Obama hates Netanyahu, and vice versa http://t.co/fEn5rzoPMZ via @timesofisrael",,
Jeff257,Thu Mar 05 03:38:33 +0000 2015,"RT @2A_Advocate: #ChrisKyle on #Obama #Britain #Australia #gunviolence, #guncontrol, #veteran life #Liberty #Freedom #2a #Gunsense: http://",,
jroynh,Thu Mar 05 03:38:33 +0000 2015,RT @peddoc63: Obamadefinition of FailureFailing AmericaWe the Peopleand the Worldmeme via @Goatee_73 #WakeUpAmeirca http://t.co,,
PhillipBalayan,Thu Mar 05 03:38:32 +0000 2015,"@FARRELFLOURNOY2 we have equal branches of government. Obama might disagree with congress, but there is no traitorous act. He is not a King.",,
pgh08841,Thu Mar 05 03:38:32 +0000 2015,RT @PhxKen: Senate Cant Override Obamas Keystone Veto; Effort Falls 5 Votes Short http://t.co/Wj6UuNG3xD via @WeaselZippers,,
lja11443,Thu Mar 05 03:38:31 +0000 2015,"RT @BobG231: BOOM! Ralph Peters says Obama, Dems acted like snitty bitchy high school girls after Bibi speech http://t.co/jlmOn8mxbH",,
TheRonGivens,Thu Mar 05 03:38:31 +0000 2015,RT @iResistAll: Obama Summons Leftist Propagandist Pukes For Closed Door Meeting http://t.co/4exRafcVtg,,
unilibrado,Thu Mar 05 03:38:31 +0000 2015,"Netanyahu Is Clear on His Identity, but Who Is Barack Obama? http://t.co/h7yI5hKO4g",,
SarahYerima,Thu Mar 05 03:38:31 +0000 2015,"anybody else hear that @kanyewest said racism ""has passed"" at oxford b/c Obama, Beyonce and the success of The Cosby Show #jesusfixit",,
Marie____Taylor,Thu Mar 05 03:38:30 +0000 2015,Barack Obama Re-Nominates Indian-American to Key Administration Post http://t.co/ApHb9GW5ny,,
Rex101ABN,Thu Mar 05 03:38:30 +0000 2015,RT @ResistTyranny: There are 93 million people out of the workforce. 93 million.Let that sink in for a minute.#unemployment #jobs #Obama,,
bwcn99,Thu Mar 05 03:38:30 +0000 2015,RT @WashTimes: Victor Davis Hanson on the audacity of #Obama's weakness http://t.co/pDqKt7BfFL #Israel #IranTalks #IranDeal http://t.co/Qm2,,
Mark1977,Thu Mar 05 03:38:29 +0000 2015,"RT @simsron: Fox News analyst: Obama and Democrats acted like snitty, bitchy high school girls in response to Netanyahu speech http://t.c",,
stbythec,Thu Mar 05 03:38:29 +0000 2015,RT @mericanrefugee: MT @jjauthor: If it were not for 'class warfare' - Obama would not have any warfare at all! http://t.co/RJ7dgeNcdD #COS,,
scottybugatti2,Thu Mar 05 03:38:28 +0000 2015,@wtony_tony just because I didn't vote for obama doesn't mean I'm going to lie about what's going on in the world .,,
aubrynathome,Thu Mar 05 03:38:28 +0000 2015,Arabic-language Islamic experts say ring #Obama has worn 30 yrs inscribed There is no god except Allahhttp://t.co/FKbh9CehA7 #tcot #PJNET,,
Republident,Thu Mar 05 03:38:27 +0000 2015,Zero cops killed by Obamas bad ammo http://t.co/b634XJvOC4 @megynkelly,,
workisforsuckas,Thu Mar 05 03:38:26 +0000 2015,RT @TKDGIRL64: MT @ChooseToBFree: The most expensive regulation EVER. #Obama rolls out a major #EPA rule. #tcot http://t.co/unYc7U8VaV #COS,,
harleywildeagle,Thu Mar 05 03:38:26 +0000 2015,RT @BreitbartNews: Exclusive  @ScottWalker comes out against @SpeakerBoehner @SenateMajLdr Deal With Democrats To Fund Obama's Amnesty: ht,,
marcmcgaugh1975,Thu Mar 05 03:38:26 +0000 2015,RT @proudvegan: Top Stories - Obama Administration Sides with Hunters over Protection of Gray #Wolves - AllGov - News http://t.co/jBb7vCDS5a,,
xHucasLemmingsx,Thu Mar 05 03:38:25 +0000 2015,"RT @waitingmuke: Obama if this gets 100,000 rt's will U start up a fangirl university?",,
Freelassie,Thu Mar 05 03:38:25 +0000 2015,RT @ByronYork: The Obama administration fesses up to the court in the immigration lawsuit. http://t.co/E1FHGAcmg1,,
etbuch,Thu Mar 05 03:38:25 +0000 2015,MT @jjauthor: If it were not for 'class warfare' - Obama would not have any warfare at all! http://t.co/fJ8BLkUIff #COSProject #PJNET,,
AntiRHitler,Thu Mar 05 03:38:25 +0000 2015,RT @DrMartyFox: Doesn't The Koran Command Obama To Kill Jews &amp; Christians? #IStandWithIsrael http://t.co/ZDWddICvMI,,
CelesteHerget,Thu Mar 05 03:38:25 +0000 2015,"RT @Redeemed1952: I don't believe OBAMA is THE ANTI-CHRIST, but he certainly is working for Him &amp; his agenda is anti-CHRIST! He has no lov",,
datagoodies,Thu Mar 05 03:38:24 +0000 2015,RT @nytimes: The Senate failed to override Obamas Keystone pipeline veto http://t.co/4JJyfz1vQW,,
Alshameary,Thu Mar 05 03:38:24 +0000 2015,RT @themiamivoice: Netanyahu &amp; Boehner's disrespect of President Obama http://t.co/YeqCnAXS4K #NetanyahuSpeech,,
Conscores,Thu Mar 05 03:38:24 +0000 2015,Obama must STOP Islamic Muslim Terrorist's rise. http://t.co/5kPXUDam2r RT #USA #makeDClisten #USMilitary,,
RedWhiteBluNeck,Thu Mar 05 03:38:23 +0000 2015,#Obama is a muslim jihadist who hates America and Israel,,
OBAMA_GAMES,Thu Mar 05 03:38:23 +0000 2015,Why is Obama on Iran side?  Cuba now Iran.  3 left who are not in the central bank scam. Who's the other country?  @cspanwj #tcot #news,,
dare2misbehave,Thu Mar 05 03:38:23 +0000 2015,"RT @WhiteHouse: ""Every girl is precious. Every girl deserves an education."" President Obama: http://t.co/cEWIR52NSE #LetGirlsLearn http://",,
Scully64,Thu Mar 05 03:38:23 +0000 2015,"RT @JollyRoger335: @jjauthor @Scully64 @DrMartyFox @KenWahl1 @peddoc63 Let's go a step further- Obama needs to be indicted, on sooo many ch",,
UTHornsRawk,Thu Mar 05 03:38:22 +0000 2015,RT @AHMalcolm: How Netanyahu's Iran speech undermines Obama's deceitful deal http://t.co/J1KUDKA4EP #Israel #TCOT,,
niyol_biligaana,Thu Mar 05 03:38:21 +0000 2015,"RT @chuckwoolery: The long and short of it. Obama lying to the American people to make a deal with Iran. #Netanyahu telling the truth, not ",,
ChicCutlet,Thu Mar 05 03:38:21 +0000 2015,"RT @chuckwoolery: The long and short of it. Obama lying to the American people to make a deal with Iran. #Netanyahu telling the truth, not ",,
iamjksily,Thu Mar 05 03:38:21 +0000 2015,If the right person favorites my tweets I promise to kill myself. Maybe Obama or something,,
billpostmus,Thu Mar 05 03:38:20 +0000 2015,"RT @WashTimes: Obama pushed through 100,000 Dreamers before Texas judge's amnesty halt: http://t.co/WdkpabKtnl #immigration http://t.co/8mY",,
js28572,Thu Mar 05 03:38:20 +0000 2015,"Bad relationship gets worse for Obama, Netanyahu http://t.co/JS6GkXUkDC",,
TangledM3ss,Thu Mar 05 03:38:20 +0000 2015,RT @novicefather: Barack Obama in the streets.Bill Clinton in the sheets.William Taft in the bathtub.FDR in the wheelchair.I don't ,,
alltooclear,Thu Mar 05 03:38:20 +0000 2015,RT @CalFreedomMom: Nobel Peace Prize Committee OUSTS Chairman Who Crowned Obama With $1.4 Million Award http://t.co/h8oggsmafD http://t.co/,,
CASuperrunner,Thu Mar 05 03:38:20 +0000 2015,RT @Jerusalem_Post: Netanyahu responds to Obama: We did indeed present practical alternative to Iran deal  http://t.co/d9YF33rSbE http://t.,,
bwtanker,Thu Mar 05 03:38:19 +0000 2015,"RT @PhxKen: Mark Levin: Obama is Imprisonment President  More Genocide, More Rape, More Enslavement (Video) http://t.co/bf5XaYkaA6 via @ga",,
lani_bailey06,Thu Mar 05 03:38:19 +0000 2015,RT @reillybryant_: jefcoed gets hated on more than Obama lol,,
ott_deb,Thu Mar 05 03:38:19 +0000 2015,RT @EDinCali: The leftist Rosenberg's motives to divulge our nuke secrets to the soviets because it  would be fair...does Obama think same ,,
AntiqueSully,Thu Mar 05 03:38:19 +0000 2015,Didn't we just see Obama shed a tear for Eric Holder's retirement?  Why is Holder still here?,,
Amy____Jones,Thu Mar 05 03:38:19 +0000 2015,Barack Obama Re-Nominates Indian-American to Key Administration Post http://t.co/Js2gF8qoYb,,
ALL_Fabulous,Thu Mar 05 03:38:19 +0000 2015,"RT @DineshDSouza: If a guy hasn't worked a day in his life, and feels the country owes him a living, that's Obama's kind of American",,
robbyjr04,Thu Mar 05 03:38:18 +0000 2015,"Police say Obama bullet ban isn't needed, AR-15 round isn't a threat. #GoodCall! Its not! http://t.co/AjaCBEDkLh #2A #KingObama #ATF",,
bettyrook,Thu Mar 05 03:38:18 +0000 2015,RT @DineshDSouza: Obama may inspire a new generation of aspiring public sector criminals! http://t.co/0VYVj2XE92,,
TheFriddle,Thu Mar 05 03:38:18 +0000 2015,@seanhannity Obama's more concerned with disarming Americans (latest attempt: 5.56 ammo) than he is Iran. #Hannity #2A,,
instapundit,Thu Mar 05 03:38:17 +0000 2015,RT @AIIAmericanGirI: Why Obama and the Media Suddenly Hate Police Body Cameras http://t.co/VZ8gOV5fci #wiunion,,
BethMSH_,Thu Mar 05 03:38:17 +0000 2015,RT @COSProjectFL: MT @jjauthor: If it were not for 'class warfare' - Obama would not have any warfare at all! http://t.co/0UsxU3LZfg #COSPr,,
jgarvin30,Thu Mar 05 03:38:17 +0000 2015,RT @FoxNewsInsider: Peters: Obama Wouldn't Shed a Tear If Israel Disappeared Tomorrow http://t.co/7prV3mywbh @seanhannity http://t.co/0mrwm,,
UltrosSplub,Thu Mar 05 03:38:17 +0000 2015,Senate Fails to Overturn Obamas Keystone Oil Pipeline Veto http://t.co/8YyaPoB9o0 via @TakePart,,
smgliberty,Thu Mar 05 03:38:16 +0000 2015,RT @GregAbbott_TX: BREAKING: Obama Admin. misled Fed. Court &amp; issued thousands of amnesty documents illegally. Time for Contempt. #tcot #tx,,
boy_with_apple,Thu Mar 05 03:38:16 +0000 2015,RT @mattromney2016: if your a 90s kid at heart yes u guessed it obama taxed u for that too,,
beny_benson,Thu Mar 05 03:38:16 +0000 2015,#Texas judge's #immigration rebuke may be hard for #obama to challenge #pjnet #ccot #tcot #illegals  http://t.co/vcvs7ZQ2Pr,,
quinn_vince,Thu Mar 05 03:38:15 +0000 2015,RT @scrowder: Barack Obama's Israeli policy in a nutshell... http://t.co/cbgfPBEHRj,,
alantefishel,Thu Mar 05 03:38:14 +0000 2015,RT @dangitobama: I can't believe Obama just sat back and let this happen. #ThanksObama http://t.co/OF3HVcn3KW,,
Shinyvelvetgarb,Thu Mar 05 03:38:14 +0000 2015,@DoremusJ @akawhit1 @AndreaTantaros @oreillyfactor  then he hates a Jew. Not all Jews. Glad That's settled. Obama is going to get us nuked.,,
johnpride4USA,Thu Mar 05 03:38:14 +0000 2015,RT @AIIAmericanGirI: Why Obama and the Media Suddenly Hate Police Body Cameras http://t.co/VZ8gOV5fci #wiunion,,
finespiritswine,Thu Mar 05 03:38:13 +0000 2015,Obama Considers Executive Orders to Raise Taxes http://t.co/XsY9D8XBV1 via @libertyalliance,,
Daggy1,Thu Mar 05 03:38:12 +0000 2015,"Police say Obama bullet ban isn't needed, AR-15 round isn't a threat http://t.co/RX9Y1L0yu6 via @DCExaminer",,
AAcheatum,Thu Mar 05 03:38:12 +0000 2015,RT @irisflower33: The power of his Pen - Obama's improper expansion of executive  power. #WakeupAmerica #ImpeachObama #tcot #PJNET http://t,,
jaime_brush,Thu Mar 05 03:38:12 +0000 2015,RT @sierraclub: TAKE ACTION: Now tell President Obama to reject #KeystoneXL once and for all - http://t.co/BkhPPkQbC8 #NoKXL,,
james_wyndham,Thu Mar 05 03:38:11 +0000 2015,Obama is EVIL. I CANT BELIEVE THIS COUNTRY PUT A TERRORIST INTO THE PRESIDENCY!,,
Beduac,Thu Mar 05 03:38:11 +0000 2015,http://t.co/2QZoMaIk4P #news Senate fails to override Obama's veto of Keystone XL approval - The Union http://t.co/6Gaju9cs51,,
SIRIUSXM,Thu Mar 05 03:38:11 +0000 2015,.@smerconish has a theory: Do President Obama and Prime Minister Netanyahu have a secret plan together? http://t.co/raQPYbSEvn,,
shardigree57,Thu Mar 05 03:38:11 +0000 2015,Levin Slams 'Imprisonment President' Obama for 'Making Nice With Iran' http://t.co/5rPryGvjvc,,
EmfingerSScout,Thu Mar 05 03:38:10 +0000 2015,"RT @tomh2739: @SenTedCruz  what we also need is someone to Stop OBAMA and the ""Republican Leadership""",,
Lowridermc,Thu Mar 05 03:38:10 +0000 2015,RT @PatDollard: Obama Summons Leftist Propagandist Pukes For Closed Door Meeting  Pat Dollard http://t.co/lTOU3neIpM,,
Buddy_Britt,Thu Mar 05 03:38:09 +0000 2015,I added a video to a @YouTube playlist http://t.co/AOOtI0yX7Z Netanyahu is Just as Much to Obama as BerGOGlio and The Vatican aka,,
lashaaaaaa_,Thu Mar 05 03:38:09 +0000 2015,RT @OhDontDoItVines: Obama aint playin no more http://t.co/ERevqrr3bc,,
WickedBecks,Thu Mar 05 03:38:09 +0000 2015,RT @TheJackOBrien: You really don't want to be an ambassador for Obama. It's bad enough being a subject.,,
318_joey,Thu Mar 05 03:38:09 +0000 2015,RT @cos_mt_dir: MT @ChooseToBFree: The most expensive regulation EVER. #Obama rolls out a major #EPA rule. #tcot http://t.co/t6ZGPyTYDM #CO,,
