user,time,tweet,latitude,longitude
SoCalEdgyGal,Thu Mar 05 03:37:17 +0000 2015,"RT @Babbsgirl2: ""#Democratic NY Assemblyman on Iran Deal: 'I Am Really Ashamed of #Obama' http://t.co/xbaTEYMc1r http://t.co/yJvnmzudwG""",,
blackwolf1210,Thu Mar 05 03:37:16 +0000 2015,"RT @SheriffClarke: Obama said ""My deal with Iran will prevent them from ever getting a nuclear weapon...and if you like your doctor, you ca",,
hayray_14,Thu Mar 05 03:37:15 +0000 2015,RT @RappersSaid: Barack Obama spitting fire  http://t.co/SxYzZIQwjO,,
cheryllyndunn,Thu Mar 05 03:37:15 +0000 2015,RT @politsoutherner: Ted Cruz: GOP leadership planned to cave on Obamas illegal amnesty all along  The Right Scoop - http://t.co/gUsNd07k,,
terryw200,Thu Mar 05 03:37:14 +0000 2015,RT @RedNationRising: Traitors Who Voted To Fund Obama's Amnesty! @HouseGOP @Senate_GOPs #DefundObamasAmnesty #RedNationRising http://t.c,,
C_Mans_BangBang,Thu Mar 05 03:37:14 +0000 2015,RT @SavageComedy: Savages blaming Obama for everything  http://t.co/SyMKOvFFpS,,
CottonAveSolon,Thu Mar 05 03:37:14 +0000 2015,RT @ResistTyranny: There are 93 million people out of the workforce. 93 million.Let that sink in for a minute.#unemployment #jobs #Obama,,
Tseefeldt72,Thu Mar 05 03:37:12 +0000 2015,RT @GregAbbott_TX: BREAKING: Obama Admin. misled Fed. Court &amp; issued thousands of amnesty documents illegally. Time for Contempt. #tcot #tx,,
JauntieBellz,Thu Mar 05 03:37:12 +0000 2015,RT @BTNowTV: Michelle Obama Promotes Awareness of Mental Health Care http://t.co/gLTjWI4Bgc,,
NCTea411,Thu Mar 05 03:37:12 +0000 2015,RT @ByronYork: Link: Did the administration lie about Obama's immigration action? http://t.co/7gG4RO507U,,
BalconyBreeze,Thu Mar 05 03:37:11 +0000 2015,"RT @_RobConrad: OBAMA QUALIFIES to be ARRESTED by Sergeant of Arms for TREASON. (aiding, abetting USA enemies) http://t.co/XON5GVjK4T http:",,
gashleyallen,Thu Mar 05 03:37:11 +0000 2015,"RT @LindaSuhler: Obama Lied, Our Health Plans Died#ObamaCare: Not Just A Bad Idea--It's Bad MEDICINE!#FullRepeal#StopObamaCare http://",,
JudioEspiritual,Thu Mar 05 03:37:11 +0000 2015,"RT @seanhannity: Obama vs Bibi a side by side comparison tonight 10 est on Fox. Obama in 2008 said ""Iran is a tiny country, they r not a th",,
blayne_troy,Thu Mar 05 03:37:11 +0000 2015,RT @PatDollard: Obama Summons Leftist Propagandist Pukes For Closed Door Meeting  Pat Dollard http://t.co/lTOU3neIpM,,
soosy143,Thu Mar 05 03:37:11 +0000 2015,RT @AP: BREAKING: Republican-led Senate fails to overturn Obama's veto of bill approving Keystone XL pipeline.,,
choose__freedom,Thu Mar 05 03:37:10 +0000 2015,"RT @TPPatriots: Obama #amnesty: 100,000 expanded work permits issued before court halted program http://t.co/BCbOHS3iRB #teaparty",,
SPAC3CATAZ,Thu Mar 05 03:37:09 +0000 2015,RT @mattromney2016: if your a 90s kid at heart yes u guessed it obama taxed u for that too,,
GeneShands,Thu Mar 05 03:37:09 +0000 2015,"RT @NicoleSGeorge: We should #StandWithIsrael, it is shameful that #Obama refuses to meet #Netanyahou! #IStandWithIsrael #Israel #tcot http",,
rokncrackerjack,Thu Mar 05 03:37:08 +0000 2015,RT @youseenmikehunt: Why does the DOJ give @SenatorReid a pass on corruption? Tell us Dirty Harry! http://t.co/Sbxad0LMLy #PJNET #WhatILear,,
KimberlyCopus,Thu Mar 05 03:37:07 +0000 2015,"RT @seanhannity: Obama vs Bibi a side by side comparison tonight 10 est on Fox. Obama in 2008 said ""Iran is a tiny country, they r not a th",,
MaryAnnHoeg,Thu Mar 05 03:37:07 +0000 2015,RT @BootStrapzOrg: BREAKING: Chuck Norris Calls on the 50 States to Make Unprecedented Move Against Obamahttp://t.co/GzX1lgPjRe http://t.c,,
Avashlong,Thu Mar 05 03:37:07 +0000 2015,RT @mattromney2016: if your a 90s kid at heart yes u guessed it obama taxed u for that too,,
IamTheWindowMan,Thu Mar 05 03:37:07 +0000 2015,RT @Lubin44: Amazing @StoryCorps interview between the President and #MyBrothersKeeper mentee Noah McQueen: http://t.co/9GAxoMxo7Y http://t,,
kneelandsan,Thu Mar 05 03:37:07 +0000 2015,RT @ltzrocks: @MrsVerCrouse @marieharf @BarackObama Obama and every idiot that works for him is a disgrace to America. Period. #obamafail ,,
DunyaPatel,Thu Mar 05 03:37:07 +0000 2015,Barack Obama Re-Nominates Indian-American to Key Administration Post http://t.co/dhXq1SYE4r,,
ritatony01,Thu Mar 05 03:37:06 +0000 2015,RT @AmyMek: Obama's Ally -&gt; #IRAN: Christian sentenced to 1000 lashes for eating in the daytime during Ramadan. #NetanyahuSpeech http://t.c,,
workisforsuckas,Thu Mar 05 03:37:06 +0000 2015,RT @TrucksHorsesDog: Obama Iranian Negotiations FailWe must Stand United w/Israel Against Nuclear Threats #IStandWithIsrael @SenTedCruz ht,,
jess_jannicelli,Thu Mar 05 03:37:06 +0000 2015,RT @xxTroylerxx: My school isn't canceled yet thanks Obama,,
cliffdev51,Thu Mar 05 03:37:05 +0000 2015,This officer lost his life in the line of duty.  Where's all the news coverage? Outrage? Obama? #BlueLivesMatter  http://t.co/5uAorImbYv,,
BethMSH_,Thu Mar 05 03:37:05 +0000 2015,RT @cos_mt_dir: MT @ChooseToBFree: The most expensive regulation EVER. #Obama rolls out a major #EPA rule. #tcot http://t.co/t6ZGPyTYDM #CO,,
TattooQ,Thu Mar 05 03:37:04 +0000 2015,RT @Templar0821: Scott Walker Slams Boehner-McConnell Deal with Dems to Fund Obama's Amnesty - Tea Party News http://t.co/xdDXo931Tm,,
MW_Lovin,Thu Mar 05 03:37:04 +0000 2015,#Obamacare  SO someone tell me when health care was in such a crisis that we needed Obama care?,,
AlwaysDande,Thu Mar 05 03:37:03 +0000 2015,"RT @cmanduley: #FergusonReport uncovers racist emails, like one that depicted Obama as a 'chimpanzee' http://t.co/FBsQPR19wq @CNN http://t.",,
Tag3L,Thu Mar 05 03:37:02 +0000 2015,Obama is negotiating to give Iran nuclear weapons. WOHHOOO,,
avtppdave,Thu Mar 05 03:37:02 +0000 2015,RT @OBAMA_GAMES: BREAKING: 74% of Iran's centrifuges were installed since Obama took office http://t.co/5wqZeNX2Qo #tcot #p2 http://t.co/Wr,,
dgwebb1,Thu Mar 05 03:37:02 +0000 2015,RT @samrobbi: Check out Obama's demeanor when meeting an Arab dictator &amp; when meeting the leader of only democracy in M.E! Sad! http://t.co,,
WYSHradio,Thu Mar 05 03:37:02 +0000 2015,"-- Fox News:""[Obama's] putting on his dictator's hat and he's going to do it by fiat  and we're not going to... http://t.co/DnSuid3BIH",,
iluvbkk,Thu Mar 05 03:37:01 +0000 2015,RT @varepall: If Obama had a son he would look like Al Sharpton.,,
PatDollard,Thu Mar 05 03:37:01 +0000 2015,Obama Summons Leftist Propagandist Pukes For Closed Door Meeting  Pat Dollard http://t.co/lTOU3neIpM,,
Kylee_nicoleeee,Thu Mar 05 03:37:01 +0000 2015,When is Obama going to stop being president? Just out of curiosity.,,
anstone_mareah,Thu Mar 05 03:37:00 +0000 2015,OFFICIAL: ISIS EXECUTIONERS HAD NO IDEA SPECIAL FORCES CHASING THEM  UNTIL OBAMA TOLD THEM,,
adnildyob,Thu Mar 05 03:37:00 +0000 2015,RT @andendall: Rolling Stone Names President Obama One of the Most Successful Presidents in US Historyhttp://t.co/TIf6ZcJFhr http://t.co,,
KeelsUS,Thu Mar 05 03:36:59 +0000 2015,RT @BootStrapzOrg: BREAKING: Chuck Norris Calls on the 50 States to Make Unprecedented Move Against Obamahttp://t.co/GzX1lgPjRe http://t.c,,
emmahcarsonn,Thu Mar 05 03:36:59 +0000 2015,thanks Obama.,,
BuchwheatBenson,Thu Mar 05 03:36:59 +0000 2015,President Obama influenced by Muslims? | http://t.co/nBYONTGPWN I bet that Muslim nigger Obama is on a prayer rug in the oval office!,,
AlexJackiw,Thu Mar 05 03:36:58 +0000 2015,"Good read.  ""@nytimes: The #SCOTUS seemed bitterly divided over the fate of Obamas health care law http://t.co/jAohF0cxFk",37.68814764,-97.32767905
Jdschul,Thu Mar 05 03:36:58 +0000 2015,"RT @SheriffClarke: Obama said ""My deal with Iran will prevent them from ever getting a nuclear weapon...and if you like your doctor, you ca",,
brutus3percent,Thu Mar 05 03:36:58 +0000 2015,RT @varepall: If Obama had a son he would look like Al Sharpton.,,
arping,Thu Mar 05 03:36:58 +0000 2015,It apparently has not occurred to Liberals in the USA that Obama cares more about Islam than he cares about the United States of America.,,
pgh08841,Thu Mar 05 03:36:57 +0000 2015,"RT @PhxKen: Mark Levin: Obama is Imprisonment President  More Genocide, More Rape, More Enslavement (Video) http://t.co/bf5XaYkaA6 via @ga",,
sethrow991,Thu Mar 05 03:36:57 +0000 2015,#Obama #ABC #CBS #FOX #NBC #aclu  #espn #Nba beautiful  shot of the coast #Espn......Its my Home....There is no place like HOME.....,,
wufandmew,Thu Mar 05 03:36:56 +0000 2015,OVERSEAS MOSQUES: Obama Promoting Islam With YOUR Tax Dollars http://t.co/DIkwGzXRjc,,
fins4evr,Thu Mar 05 03:36:56 +0000 2015,RT @GregAbbott_TX: BREAKING: Obama Admin. misled Fed. Court &amp; issued thousands of amnesty documents illegally. Time for Contempt. #tcot #tx,,
BeanTownPride,Thu Mar 05 03:36:56 +0000 2015,@UberFacts Now you want Obama to hand out Oscars too ?,,
nmnshah,Thu Mar 05 03:36:56 +0000 2015,RT @rajendra_hash: @Sootradhar So where is Obama who gave lecture on tolerance &amp; religion? One of his own coloured is denied justice! @Muku,,
rash_jo,Thu Mar 05 03:36:55 +0000 2015,RT @GregAbbott_TX: BREAKING: Obama Admin. misled Fed. Court &amp; issued thousands of amnesty documents illegally. Time for Contempt. #tcot #tx,,
BScharp22,Thu Mar 05 03:36:54 +0000 2015,Obama on Immigration: 4M Illegals receive 3 years of Tax Refunds http://t.co/Eu0oH3NuLo via @forbes,,
GaryLewisJones,Thu Mar 05 03:36:54 +0000 2015,Fox News analyst: Obama is a bitchy high school girl for ignoring Netanyahus masterful advice http://t.co/WbvLykoeKJ,,
katygolf,Thu Mar 05 03:36:54 +0000 2015,RT @AHMalcolm: How Netanyahu's Iran speech undermines Obama's deceitful deal http://t.co/J1KUDKA4EP #Israel #TCOT,,
LisaCruiseprof,Thu Mar 05 03:36:53 +0000 2015,RT @ResistTyranny: There are 93 million people out of the workforce. 93 million.Let that sink in for a minute.#unemployment #jobs #Obama,,
CorlessJones,Thu Mar 05 03:36:53 +0000 2015,"RT @LJSpagnoli: GOP-led Senate fails to override Obama's Keystone veto, lawmakers say fight not over via the @FoxNews App http://t.co/5kYcW",,
Create4Ever,Thu Mar 05 03:36:53 +0000 2015,RT @ALICEwithLOVE1: @MiraJayC  @saveallanimals2 @giselle1900  @dachshunddi2 Please sign Fredos Law Petition. https://t.co/MLYqbQumfa  . R,,
TasyaThomas,Thu Mar 05 03:36:53 +0000 2015,"RT @5SOS_Daily: ""i bought my fake I.D. for you... Obama"" #5soslyrics #vote5sos #kca http://t.co/r5zaTUzbi5",,
rggepi,Thu Mar 05 03:36:52 +0000 2015,"RT @HollyFisher723: ""There are 1000s of Americans who don't have their sons today because of that ayatollah Obama is negotiating with."" Giu",,
bushido02,Thu Mar 05 03:36:52 +0000 2015,RT @RepRichHudson: Join me to stop Obama's crusade to restrict our #2A rights! Tell @ATFHQ we oppose its misguided #ammoban #tcot #pjnet ht,,
DrNabilJumea,Thu Mar 05 03:36:51 +0000 2015,RT @syriano100: Sarah Palin's http://t.co/9zwcHc4SGl Palin is an idiot but I wonder if she  wouldn't have been a better president than Obam,,
__Hells_Angel__,Thu Mar 05 03:36:51 +0000 2015,RT @BootStrapzOrg: BREAKING: Chuck Norris Calls on the 50 States to Make Unprecedented Move Against Obamahttp://t.co/GzX1lgPjRe http://t.c,,
MattBrockelman,Thu Mar 05 03:36:51 +0000 2015,RT @SoStrategyFL: How is the federal health exchange impacting Floridians?  See @FLGovScott comments.  http://t.co/jjSIeiLpJc,,
marissathebrat,Thu Mar 05 03:36:51 +0000 2015,RT @tiffanynhuff: @marissathebrat @god @obama @MittRomney @GeorgeBush @Lgbtq @dickcheney @JoeBiden tfw we aren't married http://t.co/1YODnj,,
Bozzy60,Thu Mar 05 03:36:51 +0000 2015,"RT @LindaSuhler: Obama Lied, Our Health Plans Died#ObamaCare: Not Just A Bad Idea--It's Bad MEDICINE!#FullRepeal#StopObamaCare http://",,
mreshelcurrentl,Thu Mar 05 03:36:50 +0000 2015,RT @DarrellIssa: There's the Monroe Doctrine. Truman Doctrine. Reagan Doctrine. Seems Obama Doctrine is Im taking my ball &amp; going home. ,,
chris63414391,Thu Mar 05 03:36:50 +0000 2015,"RT @John_Wayne1111: Chairman of the committee, that gave Obama his Nobel Peace prize, has been demoted. http://t.co/kjlleb95lP #RedNationRi",,
Atlin63,Thu Mar 05 03:36:50 +0000 2015,RT @akconservative9: Obama has no respect for our country. #Hannity #lnyhbt,,
Lizseder,Thu Mar 05 03:36:50 +0000 2015,RT @sacbee_news: Obama order could mean refund checks for immigrants in U.S. illegally http://t.co/zSvW9ezs8t,,
Kubu_1,Thu Mar 05 03:36:49 +0000 2015,"Obama is "" dropping in Rural America""in Droves and all we stand by and watch!!!",,
1librarykaren,Thu Mar 05 03:36:48 +0000 2015,RT @RedNationRising: Traitors Who Voted To Fund Obama's Amnesty! @HouseGOP @Senate_GOPs #DefundObamasAmnesty #RedNationRising http://t.c,,
YonkJonathan,Thu Mar 05 03:36:48 +0000 2015,Is #obama dumb? No.     An antisemite? Yes.      Naive? Yes.,,
LisaCruiseprof,Thu Mar 05 03:36:48 +0000 2015,RT @WashTimes: Monica Crowley says #Obama's new world order favors enemies over alllies in the #MiddleEast http://t.co/nmZe2rHcd1 http://t.,,
DevonB324,Thu Mar 05 03:36:48 +0000 2015,Netanyahu fires back at Obama I presented a practical alternative for dealing with Iran http://t.co/HC3Qc4s1uR via @AllenWestRepub,,
Spirit777777777,Thu Mar 05 03:36:47 +0000 2015,"@seanhannity Obama, Holder, Nixon ALL rushed to judgements and are attorneys.....al sharpton, a so-called reverend. SHAMEFUL!",,
DURANFUERZA,Thu Mar 05 03:36:47 +0000 2015,RT @BootStrapzOrg: BREAKING: Chuck Norris Calls on the 50 States to Make Unprecedented Move Against Obamahttp://t.co/GzX1lgPjRe http://t.c,,
princessxerika_,Thu Mar 05 03:36:47 +0000 2015,"RT @liladenice: @princessxerika_: I'm still sick, thanks Obama@zaynmalik fix this",,
pgh08841,Thu Mar 05 03:36:47 +0000 2015,"RT @PhxKen: BOOM! Ralph Peters says Obama, Dems acted like snitty bitchy high school girls after Bibi speech http://t.co/2I5n2vd1Wf",,
PhillyB322,Thu Mar 05 03:36:46 +0000 2015,RT @NoahWehrman: Being a US Ambassador in the Age Of Obama is turning out to be extremely dangerous.,,
BanditPoe,Thu Mar 05 03:36:46 +0000 2015,@ravenwlewis however the 08 election was the first one i paid attention to.I liked obama and voted for him in the mock election cont,,
AaronPopkin,Thu Mar 05 03:36:46 +0000 2015,RT @PoliticalLaughs: The politicians running the VA seem to have some pretty screwed up priorities.#va #veterans #obama #democrats http:/,,
mama1bet,Thu Mar 05 03:36:46 +0000 2015,"RT @smilesforcole: President Obama, Please replace Harold Varmus at the NCI with a pediatric oncologist! @BarackObama @TheWhiteHouse",,
calminsensehypn,Thu Mar 05 03:36:45 +0000 2015,Senate Fails to Overturn Obamas Keystone Oil Pipeline Veto http://t.co/7kfwWL1MmO via @TakePart,,
8899_andrea,Thu Mar 05 03:36:45 +0000 2015,"@nanzzzzDx remember how much tax they charged you in iHop and i said ""pinche Obama!"" ",,
jBSTEEL_,Thu Mar 05 03:36:44 +0000 2015,"RT @WhiteHouse: ""Every girl is precious. Every girl deserves an education."" President Obama: http://t.co/cEWIR52NSE #LetGirlsLearn http://",,
BShrieve,Thu Mar 05 03:36:44 +0000 2015,RT @CrystalPrebola: @seanhannity I believe Giuliani has come out with these harsh words about Obama bcuz he is seriously worried about the ,,
SnydyMan,Thu Mar 05 03:36:43 +0000 2015,RT @LindaSuhler: Nobel Peace Prize Committee OUSTS Chairman Who Crowned Obama With [Bogus] $1.4 Million Award http://t.co/P9zbGbF4g4 #Sis,,
OutlawPatriot,Thu Mar 05 03:36:43 +0000 2015,VIDEO: ISIS Leader Was Armed &amp; Funded by Obama White House - John McCain &amp; Lindsey Graham met with Islamic... http://t.co/b3IBf7lRAH,,
happyhistorian,Thu Mar 05 03:36:43 +0000 2015,RT @PatDollard: OBAMA CONFERENCE CALLS EXPOSED: Prez Plans To Wipe Out U.S. With A Country Within A Country Of Illegals http://t.co/kdZaT,,
ChrisH3778,Thu Mar 05 03:36:42 +0000 2015,RT @AIIAmericanGirI: Why Obama and the Media Suddenly Hate Police Body Cameras http://t.co/VZ8gOV5fci #wiunion,,
davidjones720,Thu Mar 05 03:36:42 +0000 2015," Please Please PLEASE PLEASE  God, don't ever let anyone tell Obama what number comes after a Trillion. http://t.co/zkDMLOnutr",,
Tigerfists88,Thu Mar 05 03:36:41 +0000 2015,"'We Shall Overcome' Dr. Martin Luther King, Jr. http://t.co/YnGkvevvbU via @YouTube #Selma #news #p2 #TFB Obama #PeoplesChamp.!!",,
princessxerika_,Thu Mar 05 03:36:41 +0000 2015,"@liladenice: @princessxerika_: I'm still sick, thanks Obama@zaynmalik fix this #ZayneForPresident2016",33.94207588,-118.15717025
OhhhKilll_EM,Thu Mar 05 03:36:41 +0000 2015,RT @comedyandtruth: and here we see the leader of our nation greeting Barack Obama http://t.co/PFKuZG1tem,,
sandro_au,Thu Mar 05 03:36:41 +0000 2015,"RT @WTFU_USA: @Angelemichelle So, I'm curious (but not yellow) about the dirt Obama's NSA, FBI, CIA, NCIS et. al. has on the 75 RINOs who b",,
ladytzadikkim,Thu Mar 05 03:36:41 +0000 2015,RT @RepRichHudson: Join me to stop Obama's crusade to restrict our #2A rights! Tell @ATFHQ we oppose its misguided #ammoban #tcot #pjnet ht,,
PossumAndPintos,Thu Mar 05 03:36:40 +0000 2015,@SteveJazz @HotNostrilsrFun Holder and Obama too and they all owe Darren more than an apology for helping to destroy his life.,,
KariZeier,Thu Mar 05 03:36:40 +0000 2015,RT @CWforA: If Obama was half as intentional about ISIS as @netanyahu is about Iran we could have a chance at ending terror.,,
tiffanynhuff,Thu Mar 05 03:36:39 +0000 2015,@marissathebrat @god @obama @MittRomney @GeorgeBush @Lgbtq @dickcheney @JoeBiden tfw we aren't married http://t.co/1YODnjpjmG,,
sean_leininger,Thu Mar 05 03:36:38 +0000 2015,RT @SpeakerBoehner: 5 big whoppers from President Obama  http://t.co/83LRykz7tu,,
cIayarmstrong,Thu Mar 05 03:36:37 +0000 2015,@RepubGirlLife: Best president? Worst?  Best.. ReaganWorst.. My opinion Obama http://t.co/5gwqpiC6UM @seeellayewhy,,
marie_bigham,Thu Mar 05 03:36:36 +0000 2015,"RT @WhiteHouse: ""Every girl is precious. Every girl deserves an education."" President Obama: http://t.co/cEWIR52NSE #LetGirlsLearn http://",,
MikaSpencer,Thu Mar 05 03:36:36 +0000 2015,RT @laborradio: Senate Fails to Override Obamas Keystone Pipeline Veto http://t.co/5GV3D0T0V6,,
hattiplevin,Thu Mar 05 03:36:36 +0000 2015,RT @blondpolitics: Obama's Foreign Policy: http://t.co/5YKmfrS9TF,,
KeishaJake,Thu Mar 05 03:36:36 +0000 2015,RT @WashTimes: Monica Crowley says #Obama's new world order favors enemies over alllies in the #MiddleEast http://t.co/nmZe2rHcd1 http://t.,,
Nintendex,Thu Mar 05 03:36:36 +0000 2015,"RT @fanfiction_txt: Obama chuckled. ""You mean the Chaos Emeralds?""",,
Irvsea,Thu Mar 05 03:36:35 +0000 2015,But Obama &amp; Sharpton promised! @WesleyLowery: Michael Browns family: We are saddened by DOJ decision not to charge officer,,
JustSayn2000,Thu Mar 05 03:36:35 +0000 2015,"@seanhannity Eric Holder (aka Obama's Wingman) should B investigated for his questionable actions: i.e. Stonewalling on Fast &amp; Furious, etc.",,
awsiegel,Thu Mar 05 03:36:35 +0000 2015,MT @AIIAmericanGirI: Did the administration lie about Obama's imm... YES!,,
arizonaonmymind,Thu Mar 05 03:36:35 +0000 2015,RT @davek: @Jimhollingswor2 @fredwimpy @NOWIMPEACH :Racism is alive &amp; well in America &amp; seems to have gotten much worse under Obama.,,
ebizzylizzy,Thu Mar 05 03:36:33 +0000 2015,RT @worldnetdaily: Rand Paul: Obama doesn't get to act without Congress on Iran http://t.co/snetckcIWz,,
pgh08841,Thu Mar 05 03:36:33 +0000 2015,RT @kingsheri: So you agree to release (((( #Child rapist ))) from prisons Obama did and Now look #PJnet @PJnet #LawLessNess http://t.c,,
Dread_HeadRico,Thu Mar 05 03:36:33 +0000 2015,RT @PariCalvia: Obama - Uptown Funk http://t.co/8v2tSpBpxl,,
CelesteHerget,Thu Mar 05 03:36:32 +0000 2015,RT @mericanrefugee: MT @jjauthor: If it were not for 'class warfare' - Obama would not have any warfare at all! http://t.co/RJ7dgeNcdD #COS,,
LyleKlich,Thu Mar 05 03:36:32 +0000 2015,RT @WestJournalism: Breaking: 8 Bold Dems Just Joined The Republicans In An Attempt To Stop Obama http://t.co/G6k6qqPXgT #KeystoneXL http:/,,
patriotblubunny,Thu Mar 05 03:36:31 +0000 2015,RT @mikandynothem: I learned more about the threat of Iran from ONE @netanyahu speech than SIX years of Obama's babbling. #tcot #pjnet http,,
jamguy2009,Thu Mar 05 03:36:30 +0000 2015,"RT @MittRomney: President Obama may ignore @netanyahu, but he cannot ignore the truth he spoke. A flimsy Iran deal amounts to presidential ",,
TeamAussiePups,Thu Mar 05 03:36:30 +0000 2015,RT @Jerusalem_Post: Netanyahu responds to Obama: We did indeed present practical alternative to Iran deal  http://t.co/d9YF33rSbE http://t.,,
CMilleville397,Thu Mar 05 03:36:28 +0000 2015,RT @FoxNews: FOX NEWS POLL: Voters say more Obama vetoes would be bad for country http://t.co/7LTRl4mxnG via @foxnewspoll,,
BabyGirlHarlow,Thu Mar 05 03:36:28 +0000 2015,"@FoxNews @instapundit Holder knew that from day one,. Holder, Obama, Sharpton et al are responsible for amping ppl up &amp; all the destruction",,
Kylee_nicoleeee,Thu Mar 05 03:36:27 +0000 2015,My throat &amp; my jaw hurts...thx Obama.,,
honu67,Thu Mar 05 03:36:27 +0000 2015,RT @Meeeech_L: Obama is going to raise taxes with his #PhoneAndPen and Congress won't stop him and most Americans won't notice. #WhatsItGon,,
JohnGilson2,Thu Mar 05 03:36:26 +0000 2015,RT @rogerlsimon: @AndreaTantaros is right about Obama and Jews. All Jews should take note.,,
eddiecarl4468,Thu Mar 05 03:36:26 +0000 2015,"RT @chuckwoolery: The long and short of it. Obama lying to the American people to make a deal with Iran. #Netanyahu telling the truth, not ",,
chris63414391,Thu Mar 05 03:36:25 +0000 2015,RT @TEEITHIGH: Another of Obamas ambassadors attacked! Oh hell Im shocked! #weakpotus,,
paprika_28,Thu Mar 05 03:36:24 +0000 2015,@13ellie13_: Obama's daughter or Sarika de Brujin??? The world may never know http://t.co/ffbKfVjIej at least she has a nice butt,,
davidjones720,Thu Mar 05 03:36:24 +0000 2015,"Washington $1 bill, Jefferson $2 bill, Lincoln $5 bill, Hamilton $10 bill, Jackson $20 bill, Obama Food Stamp. http://t.co/233X0areXC",,
zaitcev,Thu Mar 05 03:36:24 +0000 2015,"@brianweeden @rocketrepreneur And he was right, until the moment Obama decided to ruin everything in service to the might liberal narrative.",,
laurahollis61,Thu Mar 05 03:36:23 +0000 2015,RT @AHMalcolm: How Netanyahu's Iran speech undermines Obama's deceitful deal http://t.co/J1KUDKA4EP #Israel #TCOT,,
peirson_,Thu Mar 05 03:36:23 +0000 2015,RT @mattromney2016: if your a 90s kid at heart yes u guessed it obama taxed u for that too,,
Roni3619,Thu Mar 05 03:36:21 +0000 2015,RT @Conservative_VW: I Guess Black Lives Don't Matter to Obama ...#WakeUpAmeirca #ConservativeVW http://t.co/2raZfllxWg,,
DanKonservative,Thu Mar 05 03:36:21 +0000 2015,RT @PoliticalLaughs: The politicians running the VA seem to have some pretty screwed up priorities.#va #veterans #obama #democrats http:/,,
MoodyBrew,Thu Mar 05 03:36:20 +0000 2015,"RT @michael63mcc: @commandtech @MoodyBrew Imagine that, another Obama agency lied, withheld and destroyed documents. This is just becoming ",,
dcepa,Thu Mar 05 03:36:20 +0000 2015,"RT @Gavin_McInnes: If Obama loves America, we are in an abusive relationship.",,
evilbitchcpa,Thu Mar 05 03:36:20 +0000 2015,RT @RepRichHudson: Join me to stop Obama's crusade to restrict our #2A rights! Tell @ATFHQ we oppose its misguided #ammoban #tcot #pjnet ht,,
irbyo04,Thu Mar 05 03:36:19 +0000 2015,"Obama drones Muslims, doesn't pray to Mecca, attended Wright's church &amp; supports Gay Marriage? And you can't see that he's clearly Muslim?",,
Nan33S,Thu Mar 05 03:36:19 +0000 2015,RT @dreamtripsgirl: Dream Headline: HILLARY AND OBAMA SENTENCED TO LIFE IN FEDERAL PRISON.,,
Pareja7,Thu Mar 05 03:36:18 +0000 2015,"RT @SarahWoodwriter: Thank goodness we don't have a warhawk as a president. President Obama is a man who thinks long-term, not short-term w",,
JackJordtz,Thu Mar 05 03:36:18 +0000 2015,RT @LeeannWright4: #Obama    Announces the next guest to the Oval Office to discuss a strategy on #ISISYou - tube video airing soon ht,,
ourcarbon,Thu Mar 05 03:36:18 +0000 2015,McConnell tells states to ignore the Clean Power Rule &amp; make EPA step in and control the state generation systems. http://t.co/AXXkYU7I0T ,,
jesse_holbrook,Thu Mar 05 03:36:18 +0000 2015,"RT @ColMorrisDavis: As someone who got smeared by the #Obama admin over email, where in the hell was @JenGranholm then to trivialize it? @L",,
1librarykaren,Thu Mar 05 03:36:18 +0000 2015,RT @PoliticalVan: Leaderless Obama  http://t.co/ieyVhIvjx1,,
jefflcohen,Thu Mar 05 03:36:16 +0000 2015,RT @smokie_tx: MT @G_Humbertson: Why So Secret? Obama's FCC continues to hide new rules for internet. http://t.co/h6qwj3kR0S #COSProject #P,,
sassyandcowgirl,Thu Mar 05 03:36:16 +0000 2015,New Defense Secretary Ash Carter takes issue with 3-year timeline in Obamas ISIS plan http://t.co/9Tya51USyN,,
ForgottenProf,Thu Mar 05 03:36:16 +0000 2015,RT @PaulDulchinos: http://t.co/afL9AN5bOV #Obama negotiates w/Iranian devils &amp; once again sells out our troops #USmilitaryLivesMattered,,
RoseRoselaurie,Thu Mar 05 03:36:16 +0000 2015,RT @thedude7763: Boehner Invites Man Who Hated Obama in High School to Address Congress http://t.co/013y7wD8Ro via @BorowitzReport,,
robfit,Thu Mar 05 03:36:16 +0000 2015,"Kick ass meme ==&gt; @architectguy: If Obama were president on Dec. 8, 1941 #tcot    http://t.co/esfOg407uA",,
quinn_vince,Thu Mar 05 03:36:16 +0000 2015,RT @GregAbbott_TX: BREAKING: Obama Admin. misled Fed. Court &amp; issued thousands of amnesty documents illegally. Time for Contempt. #tcot #tx,,
LHBtampa,Thu Mar 05 03:36:16 +0000 2015,RT @RedNationRising: Traitors Who Voted To Fund Obama's Amnesty! @HouseGOP @Senate_GOPs #DefundObamasAmnesty #RedNationRising http://t.c,,
drmorasca,Thu Mar 05 03:36:15 +0000 2015,RT @varepall: If Obama had a son he would look like Al Sharpton.,,
Run4Congress,Thu Mar 05 03:36:14 +0000 2015,RT @SassyPantsjj: 75 REPUBLICANS WHO ARE FOR OBAMA'S AMNESTY- REMEMBER THESE NAMES! | http://t.co/8gdnToj6wh  via @https://twitter.com/AFF,,
